Dissecting Hessian: Understanding Common Structure of Hessian in Neural Networks,['https://www.semanticscholar.org/paper/Dissecting-Hessian%3A-Understanding-Common-Structure-Wu-Zhu/ba0d43cb63b83a95cf56d13213b07d42f0c3bb40'],"[{'Citations': 2, 'Highly Influential Citations': '1', 'Background Citations': '2'}]"
A PAC-Bayesian Approach to Generalization Bounds for Graph Neural Networks,['https://www.semanticscholar.org/paper/A-PAC-Bayesian-Approach-to-Generalization-Bounds-Liao-Urtasun/bb681868f002199ac29fef0102173e61fc56825d'],"[{'Citations': 3, 'Highly Influential Citations': '1', 'Background Citations': '1', 'Methods Citations': '2', 'Results Citations': '1'}]"
Teaching Temporal Logics to Neural Networks,['https://www.semanticscholar.org/paper/Teaching-Temporal-Logics-to-Neural-Networks-Finkbeiner-Hahn/b32e631ae7779d93b9979c61c5b920a76342063e'],"[{'Citations': 5, 'Background Citations': '2', 'Methods Citations': '1'}]"
"On InstaHide, Phase Retrieval, and Sparse Matrix Factorization",['https://www.semanticscholar.org/paper/On-InstaHide%2C-Phase-Retrieval%2C-and-Sparse-Matrix-Chen-Song/5acca7c62ef943d46ff298426d5af310aa5b02de'],"[{'Citations': 6, 'Methods Citations': '1'}]"
Neural Delay Differential Equations,['https://www.semanticscholar.org/paper/Neural-Delay-Differential-Equations-Zhu-Guo/7500229c7160547b11d8dc1144f1567e33546332'],"[{'Citations': 3, 'Methods Citations': '2'}]"
Variational Intrinsic Control Revisited,['https://www.semanticscholar.org/paper/Variational-Intrinsic-Control-Revisited-Kwon/c092f4d29e3d9dcc92750d845a9b9978182643c1'],[{'Citations': 0}]
Watch-And-Help: A Challenge for Social Perception and Human-AI Collaboration,['https://www.semanticscholar.org/paper/Watch-And-Help%3A-A-Challenge-for-Social-Perception-Puig-Shu/8297503f1433b5025b606de007f8a44b46452d42'],"[{'Citations': 6, 'Background Citations': '2', 'Methods Citations': '1'}]"
Is Label Smoothing Truly Incompatible with Knowledge Distillation: An Empirical Study,['https://www.semanticscholar.org/paper/Is-Label-Smoothing-Truly-Incompatible-with-An-Study-Shen-Liu/1c38fb9ee7a86755c184a37bcb654786150038c5'],[{'Citations': 0}]
An Image is Worth 16x16 Words: Transformers for Image Recognition at Scale,['https://www.semanticscholar.org/paper/An-Image-is-Worth-16x16-Words%3A-Transformers-for-at-Dosovitskiy-Beyer/7b15fa1b8d413fbe14ef7a97f651f47f5aff3903'],"[{'Citations': 682, 'Highly Influential Citations': '223', 'Background Citations': '397', 'Methods Citations': '360', 'Results Citations': '43'}]"
A Unified Approach to Interpreting and Boosting Adversarial Transferability,['https://www.semanticscholar.org/paper/A-Unified-Approach-to-Interpreting-and-Boosting-Wang-Ren/47b4744162537f40572cdd723f8f37fb489a3e75'],"[{'Citations': 11, 'Background Citations': '11'}]"
Parameter Efficient Multimodal Transformers for Video Representation Learning,['https://www.semanticscholar.org/paper/Parameter-Efficient-Multimodal-Transformers-for-Lee-Yu/3655a6344ffb57838fd7f7acce651f36d3a9d526'],"[{'Citations': 6, 'Highly Influential Citations': '1', 'Background Citations': '1', 'Methods Citations': '1'}]"
Hyperbolic Neural Networks++,['https://www.semanticscholar.org/paper/Hyperbolic-Neural-Networks-Ganea-B%C3%A9cigneul/562fa7faef812294bb1f235c97584f8560fb5cc0'],"[{'Citations': 135, 'Highly Influential Citations': '38', 'Background Citations': '80', 'Methods Citations': '66', 'Results Citations': '2'}]"
Augmenting Physical Models with Deep Networks for Complex Dynamics Forecasting,['https://www.semanticscholar.org/paper/Augmenting-Physical-Models-with-Deep-Networks-for-Guen-Yin/2950199278e33df3b91ca01a366552b9b3f806fc'],"[{'Citations': 8, 'Highly Influential Citations': '1', 'Background Citations': '3'}]"
Hopfield Networks is All You Need,['https://www.semanticscholar.org/paper/Hopfield-Networks-is-All-You-Need-Ramsauer-Schafl/804a6d7c23335bbca6eec3b7d3c8366dcbe395a5'],"[{'Citations': 40, 'Highly Influential Citations': '1', 'Background Citations': '13', 'Methods Citations': '7', 'Results Citations': '2'}]"
Towards Nonlinear Disentanglement in Natural Data with Temporal Sparse Coding,['https://www.semanticscholar.org/paper/Towards-Nonlinear-Disentanglement-in-Natural-Data-Klindt-Schott/0cc9a9ae5dd2fcb8039ba80d6cd561114c0791fa'],"[{'Citations': 12, 'Highly Influential Citations': '3', 'Background Citations': '6', 'Methods Citations': '2', 'Results Citations': '1'}]"
Learning to Sample with Local and Global Contexts  in Experience Replay Buffer,['https://www.semanticscholar.org/paper/Learning-to-Sample-with-Local-and-Global-Contexts-Oh-Lee/49f54e261633cd53034d85f777b393f41001c289'],[{'Citations': 0}]
A Trainable Optimal Transport Embedding for Feature Aggregation and its Relationship to Attention,['https://www.semanticscholar.org/paper/A-Trainable-Optimal-Transport-Embedding-for-Feature-Mialon-Chen/b8ca07fc7e7e70b6fd0f0b3b4921e4dabe11cd23'],"[{'Citations': 2, 'Methods Citations': '1', 'Results Citations': '1'}]"
Training independent subnetworks for robust prediction,['https://www.semanticscholar.org/paper/Training-independent-subnetworks-for-robust-Havasi-Jenatton/bfecbbf9733f535345b659c5a8cb40c16a5f1441'],"[{'Citations': 14, 'Highly Influential Citations': '3', 'Background Citations': '5', 'Methods Citations': '7', 'Results Citations': '2'}]"
Sample-Efficient Automated Deep Reinforcement Learning,['https://www.semanticscholar.org/paper/Sample-Efficient-Automated-Deep-Reinforcement-Franke-Koehler/283f975e221f56974f30a3b12c7fb015c0c77377'],"[{'Citations': 5, 'Background Citations': '1', 'Methods Citations': '2', 'Results Citations': '1'}]"
Shapley Explanation Networks,['https://www.semanticscholar.org/paper/Shapley-Explanation-Networks-Wang-Wang/899e489944063f0313ef01b33a8d4ce6ca386321'],[{'Citations': 1}]
Class Normalization for (Continual)? Generalized Zero-Shot Learning,['https://www.semanticscholar.org/paper/Class-Normalization-for-(Continual)-Generalized-Skorokhodov-Elhoseiny/2c1572ff4a708397405210f780006b7dd2274ec8'],"[{'Citations': 1, 'Background Citations': '1'}]"
"On the Stability of Fine-tuning BERT: Misconceptions, Explanations, and Strong Baselines",['https://www.semanticscholar.org/paper/On-the-Stability-of-Fine-tuning-BERT%3A-Explanations%2C-Mosbach-Andriushchenko/8b9d77d5e52a70af37451d3db3d32781b83ea054'],"[{'Citations': 45, 'Highly Influential Citations': '6', 'Background Citations': '20', 'Methods Citations': '18', 'Results Citations': '3'}]"
Generalization in data-driven models of primary visual cortex,['https://www.semanticscholar.org/paper/Generalization-in-data-driven-models-of-primary-Lurz-Bashiri/3db5d534cdc1da1a5d6671252799758bf893dcb0'],[{'Citations': 0}]
End-to-end Adversarial Text-to-Speech,['https://www.semanticscholar.org/paper/End-to-End-Adversarial-Text-to-Speech-Donahue-Dieleman/c035cf0e1231eb196968d7255ab55827e932ec7a'],"[{'Citations': 27, 'Highly Influential Citations': '7', 'Background Citations': '13', 'Methods Citations': '12'}]"
FairBatch: Batch Selection for Model Fairness,['https://www.semanticscholar.org/paper/FairBatch%3A-Batch-Selection-for-Model-Fairness-Roh-Lee/feed1cff4604aa91d0924856425de21a97b36c42'],"[{'Citations': 1, 'Background Citations': '1', 'Methods Citations': '1'}]"
Mind the Gap when Conditioning Amortised Inference in Sequential Latent-Variable Models,['https://www.semanticscholar.org/paper/Mind-the-Gap-when-Conditioning-Amortised-Inference-Bayer-Soelch/a86bbc845782a316b25137c45d9bd18c6ea05734'],[{'Citations': 0}]
On the role of planning in model-based deep reinforcement learning,['https://www.semanticscholar.org/paper/On-the-role-of-planning-in-model-based-deep-Hamrick-Friesen/8b5bc6b5e42b2ea39e65cb14c06d8a819a03a496'],"[{'Citations': 7, 'Highly Influential Citations': '1', 'Background Citations': '1', 'Methods Citations': '2'}]"
Memory Optimization for Deep Networks,['https://www.semanticscholar.org/paper/Memory-Optimization-for-Deep-Networks-Shah-Wu/b5697ed0c72b318d291545871fbd3a7a6e59e3cf'],"[{'Citations': 2, 'Background Citations': '1', 'Methods Citations': '2'}]"
In Search of Lost Domain Generalization,['https://www.semanticscholar.org/paper/In-Search-of-Lost-Domain-Generalization-Gulrajani-Lopez-Paz/6a5efb990b6558c21d9fdded4884c00ba152cb7c'],"[{'Citations': 70, 'Highly Influential Citations': '23', 'Background Citations': '38', 'Methods Citations': '31', 'Results Citations': '9'}]"
"MultiModalQA: complex question answering over text, tables and images",['https://www.semanticscholar.org/paper/MultiModalQA%3A-Complex-Question-Answering-over-Text%2C-Talmor-Yoran/d365978adf0a5c9c6028820857e015617856256b'],"[{'Citations': 4, 'Background Citations': '3'}]"
Share or Not? Learning to Schedule Language-Specific Capacity for Multilingual Translation,['https://www.semanticscholar.org/paper/Share-or-Not-Learning-to-Schedule-Language-Specific-Zhang-Bapna/940214c9afde6664127ba552de2ac8fa67997769'],"[{'Citations': 7, 'Highly Influential Citations': '3', 'Background Citations': '6', 'Methods Citations': '1', 'Results Citations': '1'}]"
Improving Adversarial Robustness via Channel-wise Activation Suppressing,['https://www.semanticscholar.org/paper/Improving-Adversarial-Robustness-via-Channel-wise-Bai-Zeng/599a1b2291433b4ed1a1bcc3ec2ef0faa0e54a97'],"[{'Citations': 15, 'Highly Influential Citations': '2', 'Background Citations': '7', 'Methods Citations': '3', 'Results Citations': '1'}]"
 Decentralized Attribution of Generative Models,['https://www.semanticscholar.org/paper/Decentralized-Attribution-of-Generative-Models-Kim-Ren/38805607d448927c8e7d5fb59e3ff58c0c1cc73e'],"[{'Citations': 1, 'Background Citations': '1'}]"
Sliced Kernelized Stein Discrepancy,['https://www.semanticscholar.org/paper/Sliced-Kernelized-Stein-Discrepancy-Gong-Li/90a36c56d3e763f2336dfe3f3ec932b3f41b4c18'],"[{'Citations': 4, 'Highly Influential Citations': '1', 'Background Citations': '2', 'Methods Citations': '2', 'Results Citations': '1'}]"
Training GANs with Stronger Augmentations via Contrastive Discriminator,['https://www.semanticscholar.org/paper/Training-GANs-with-Stronger-Augmentations-via-Jeong-Shin/f3f1c2bc4cfb4c86c418ea312cacefaf6db0065e'],"[{'Citations': 5, 'Background Citations': '1'}]"
Balancing Constraints and Rewards with Meta-Gradient D4PG,['https://www.semanticscholar.org/paper/Balancing-Constraints-and-Rewards-with-D4PG-Calian-Mankowitz/eecc04e4751ef623ecd9f9e69e9601c9431152d2'],"[{'Citations': 3, 'Background Citations': '1', 'Methods Citations': '1'}]"
Disentangling 3D Prototypical Networks for Few-Shot Concept Learning,['https://www.semanticscholar.org/paper/Disentangling-3D-Prototypical-Networks-For-Few-Shot-Prabhudesai-Lal/9f24889a752ae72c5a4dcd5cdb2576b591f012cf'],[{'Citations': 0}]
Generative Language-Grounded Policy in Vision-and-Language Navigation with Bayes' Rule,['https://www.semanticscholar.org/paper/Generative-Language-Grounded-Policy-in-Navigation-Kurita-Cho/3435e193998ec4118f51bbb608a843b0e123661b'],"[{'Citations': 2, 'Background Citations': '1'}]"
Implicit Normalizing Flows,['https://www.semanticscholar.org/paper/Implicit-Normalizing-Flows-Lu-Chen/68e710c9f040ffb52a2d102c110ad238521b325c'],"[{'Citations': 5, 'Background Citations': '2', 'Methods Citations': '2'}]"
Generating Furry Cars: Disentangling Object Shape and Appearance across Multiple Domains,['https://www.semanticscholar.org/paper/Generating-Furry-Cars%3A-Disentangling-Object-Shape-%26-Ojha-Singh/13b4e1f1bbb76847131e49982d5249cd82d85194'],[{'Citations': 0}]
Randomized Ensembled Double Q-Learning: Learning Fast Without a Model,['https://www.semanticscholar.org/paper/Randomized-Ensembled-Double-Q-Learning%3A-Learning-a-Chen-Wang/736590f70e7f2dc464c1c62491cfa8adb4d718f3'],"[{'Citations': 4, 'Background Citations': '1', 'Methods Citations': '1'}]"
The Role of Momentum Parameters in the Optimal Convergence of Adaptive Polyak's Heavy-ball Methods,['https://www.semanticscholar.org/paper/The-Role-of-Momentum-Parameters-in-the-Optimal-of-Tao-Long/55d0c4c556f5298930111b7e968912738c5a7f3c'],[{'Citations': 1}]
How Benign is Benign Overfitting ?,['https://www.semanticscholar.org/paper/How-benign-is-benign-overfitting-Sanyal-Dokania/dfb6250ae1c8f4d0ec3e28ed84596f77704485ab'],"[{'Citations': 4, 'Background Citations': '2', 'Results Citations': '1'}]"
Towards Impartial Multi-task Learning,['https://www.semanticscholar.org/paper/Towards-Impartial-Multi-task-Learning-Liu-Li/45c0828baec1dd53b81f1b2635788fdf27d0792d'],[{'Citations': 0}]
Contrastive Explanations for Reinforcement Learning via Embedded Self Predictions,['https://www.semanticscholar.org/paper/Contrastive-Explanations-for-Reinforcement-Learning-Lin-Lam/2e0b1b6ac7a48e1c992cb26967c7272c5e798757'],"[{'Citations': 1, 'Background Citations': '1'}]"
Calibration of Neural Networks using Splines,['https://www.semanticscholar.org/paper/Calibration-of-Neural-Networks-using-Splines-Gupta-Rahimi/3ad55bd9f6b9cc125a354b121cc39ac69521b7e1'],"[{'Citations': 9, 'Highly Influential Citations': '2', 'Background Citations': '3', 'Methods Citations': '5', 'Results Citations': '3'}]"
Global Convergence of Three-layer Neural Networks in the Mean Field Regime,['https://www.semanticscholar.org/paper/Global-Convergence-of-Three-layer-Neural-Networks-Pham-Nguyen/13d2a545707741d6a7ac2679c5cf0a2a4821bab1'],[{'Citations': 0}]
Generalized Variational Continual Learning,['https://www.semanticscholar.org/paper/Generalized-Variational-Continual-Learning-Loo-Swaroop/6b41ca9988f832737430b24bdcf37000e1af62ea'],[{'Citations': 1}]
A Good Image Generator Is What You Need for High-Resolution Video Synthesis,['https://www.semanticscholar.org/paper/A-Good-Image-Generator-Is-What-You-Need-for-Video-Tian-Ren/3618e503068e5f0e4f17ad1557a9bd6692daea79'],"[{'Citations': 3, 'Background Citations': '1'}]"
Optimal Regularization can Mitigate Double Descent,['https://www.semanticscholar.org/paper/Optimal-Regularization-Can-Mitigate-Double-Descent-Nakkiran-Venkat/4df60eaad8933ae16eb8744fe2cc7229fbe4879a'],"[{'Citations': 39, 'Highly Influential Citations': '7', 'Background Citations': '19', 'Methods Citations': '2', 'Results Citations': '6'}]"
Stochastic Security: Adversarial Defense Using Long-Run Dynamics of Energy-Based Models,['https://www.semanticscholar.org/paper/Stochastic-Security%3A-Adversarial-Defense-Using-of-Hill-Mitchell/d966edcc545f2b6a8ee2403da237eafc2330e048'],"[{'Citations': 4, 'Highly Influential Citations': '1', 'Background Citations': '3', 'Methods Citations': '2'}]"
HyperDynamics: Meta-Learning Object and Agent Dynamics with Hypernetworks,['https://www.semanticscholar.org/paper/HyperDynamics%3A-Meta-Learning-Object-and-Agent-with-Xian-Lal/116a9a94df0213b11aa0585af81109e853f9deb3'],[{'Citations': 0}]
Do Wide and Deep Networks Learn the Same Things? Uncovering How Neural Network Representations Vary with Width and Depth,['https://www.semanticscholar.org/paper/Do-Wide-and-Deep-Networks-Learn-the-Same-Things-How-Nguyen-Raghu/d21806115a79c960298cfca45a49b24682cac71a'],"[{'Citations': 11, 'Highly Influential Citations': '1', 'Background Citations': '4', 'Methods Citations': '3', 'Results Citations': '2'}]"
SaliencyMix: A Saliency Guided Data Augmentation Strategy for Better Regularization,['https://www.semanticscholar.org/paper/SaliencyMix%3A-A-Saliency-Guided-Data-Augmentation-Uddin-Monira/56adf600641824754ec4e076e0cb5dfbf15875ba'],"[{'Citations': 10, 'Highly Influential Citations': '1', 'Background Citations': '7', 'Methods Citations': '5', 'Results Citations': '1'}]"
Representation learning for improved interpretability and classification accuracy of clinical factors from EEG,['https://www.semanticscholar.org/paper/Representation-learning-for-improved-and-accuracy-Honke-Higgins/723b7790853f03d13cdc5e2d4b18aef49d639dae'],[{'Citations': 0}]
Model-Based Visual Planning with Self-Supervised Functional Distances,['https://www.semanticscholar.org/paper/Model-Based-Visual-Planning-with-Self-Supervised-Tian-Nair/9a689727d040a6bf122f16ea50884d5cd5258321'],"[{'Citations': 1, 'Background Citations': '1', 'Methods Citations': '1'}]"
Improving Zero-Shot Voice Style Transfer via Disentangled Representation Learning,['https://www.semanticscholar.org/paper/Improving-Zero-shot-Voice-Style-Transfer-via-Yuan-Cheng/1e3476b4f6f8b85d7e1a891dbb94caf80ee5fe35'],"[{'Citations': 2, 'Methods Citations': '1'}]"
Image GANs meet Differentiable Rendering for Inverse Graphics and Interpretable 3D Neural Rendering,['https://www.semanticscholar.org/paper/Image-GANs-meet-Differentiable-Rendering-for-and-3D-Zhang-Chen/288e170e5771200653b2f65d4837b74295b2c258'],"[{'Citations': 13, 'Background Citations': '10', 'Methods Citations': '4'}]"
BERTology Meets Biology: Interpreting Attention in Protein Language Models,['https://www.semanticscholar.org/paper/BERTology-Meets-Biology%3A-Interpreting-Attention-in-Vig-Madani/2b364917b0c51e91fcf2ab9c1d66a14ed4b44c03'],"[{'Citations': 37, 'Highly Influential Citations': '1', 'Background Citations': '12', 'Methods Citations': '9'}]"
SMiRL: Surprise Minimizing Reinforcement Learning in Unstable Environments,['https://www.semanticscholar.org/paper/SMiRL%3A-Surprise-Minimizing-Reinforcement-Learning-Berseth-Geng/3b75418223d5e55a51695a6527c9dd27da095334'],[{'Citations': 0}]
AdamP: Slowing Down the Slowdown for Momentum Optimizers on Scale-invariant Weights,['https://www.semanticscholar.org/paper/AdamP%3A-Slowing-Down-the-Slowdown-for-Momentum-on-Heo-Chun/67a06313cd84c8f5713892f4708358d256eb99c9'],"[{'Citations': 15, 'Background Citations': '1', 'Methods Citations': '7'}]"
Off-Dynamics Reinforcement Learning: Training for Transfer with Domain Classifiers,['https://www.semanticscholar.org/paper/Off-Dynamics-Reinforcement-Learning%3A-Training-for-Eysenbach-Asawa/ae712addbdd969c3d1f207fcaec1ce9f8b8741e3'],"[{'Citations': 4, 'Background Citations': '1', 'Methods Citations': '2'}]"
Deployment-Efficient Reinforcement Learning via Model-Based Offline Optimization,['https://www.semanticscholar.org/paper/Deployment-Efficient-Reinforcement-Learning-via-Matsushima-Furuta/79ebde314ab90d066cee3b82193ef05666323394'],"[{'Citations': 22, 'Highly Influential Citations': '5', 'Background Citations': '13', 'Methods Citations': '9', 'Results Citations': '2'}]"
C-Learning: Learning to Achieve Goals via Recursive Classification,['https://www.semanticscholar.org/paper/C-Learning%3A-Learning-to-Achieve-Goals-via-Recursive-Eysenbach-Salakhutdinov/e77c0dcc5704c1c5de1ee091600ab6ca14b92784'],"[{'Citations': 5, 'Background Citations': '1', 'Methods Citations': '3'}]"
Vulnerability-Aware Poisoning Mechanism for Online RL with Unknown Dynamics,['https://www.semanticscholar.org/paper/Vulnerability-Aware-Poisoning-Mechanism-for-Online-Sun-Huang/4d049e71c99bc804036192800348e9ca0de66f0e'],"[{'Citations': 4, 'Background Citations': '3'}]"
Conditionally Adaptive Multi-Task Learning: Improving Transfer Learning in NLP Using Fewer Parameters & Less Data,['https://www.semanticscholar.org/paper/Conditionally-Adaptive-Multi-Task-Learning%3A-in-NLP-Pilault-Elhattami/347b1fd3c01e0779aa2103e6aa617849318e3ad3'],"[{'Citations': 8, 'Highly Influential Citations': '2', 'Background Citations': '2', 'Methods Citations': '3'}]"
Robust and Generalizable Visual Representation Learning via Random Convolutions,['https://www.semanticscholar.org/paper/Robust-and-Generalizable-Visual-Representation-via-Xu-Liu/b27ad18e20d27efe8a9fbc54b1c2dcef8b2da19f'],"[{'Citations': 8, 'Highly Influential Citations': '1', 'Background Citations': '4', 'Methods Citations': '3'}]"
Planning from Pixels using Inverse Dynamics Models,['https://www.semanticscholar.org/paper/Planning-from-Pixels-using-Inverse-Dynamics-Models-Paster-McIlraith/0bf1a78aeefa158a80b23fd5b57a5586a32eb7c1'],"[{'Citations': 1, 'Methods Citations': '1'}]"
Efficient Transformers in Reinforcement Learning using Actor-Learner Distillation,['https://www.semanticscholar.org/paper/Efficient-Transformers-in-Reinforcement-Learning-Parisotto-Salakhutdinov/cd37fee4da0d4483322d6fa3cc67af9ed8c07be6'],"[{'Citations': 5, 'Background Citations': '3', 'Methods Citations': '1'}]"
Influence Functions in Deep Learning Are Fragile,['https://www.semanticscholar.org/paper/Influence-Functions-in-Deep-Learning-Are-Fragile-Basu-Pope/098076a2c90e42c81b843bf339446427c2ff02ed'],"[{'Citations': 16, 'Highly Influential Citations': '2', 'Background Citations': '9', 'Methods Citations': '4', 'Results Citations': '1'}]"
Multi-Prize Lottery Ticket Hypothesis: Finding Accurate Binary Neural Networks by Pruning A Randomly Weighted Network,['https://www.semanticscholar.org/paper/Multi-Prize-Lottery-Ticket-Hypothesis%3A-Finding-by-A-Diffenderfer-Kailkhura/a52d17eac54b145cbc2b2c823f32b9e76be2595d'],"[{'Citations': 3, 'Background Citations': '2', 'Methods Citations': '1', 'Results Citations': '1'}]"
Understanding the effects of data parallelism and sparsity on neural network training,['https://www.semanticscholar.org/paper/Understanding-the-effects-of-data-parallelism-and-Lee-Ajanthan/23574e7540c1ad6c7e1facc6fa010dcb97777d75'],[{'Citations': 1}]
Scalable Learning and MAP Inference for Nonsymmetric Determinantal Point Processes,['https://www.semanticscholar.org/paper/Scalable-Learning-and-MAP-Inference-for-Point-Gartrell-Han/1a180e019dc2d194feb39a053ddfa60a780c248e'],"[{'Citations': 3, 'Background Citations': '1'}]"
Mixed-Features Vectors and Subspace Splitting,['https://www.semanticscholar.org/paper/Mixed-Features-Vectors-and-Subspace-Splitting-Pimentel-Alarc%C3%B3n-Pimentel-Alarc%C3%B3n/75bfdf15cc615a69159065f928bf7ecfbb23f0dd'],[{'Citations': 0}]
Conditional Negative Sampling for Contrastive Learning of Visual Representations,['https://www.semanticscholar.org/paper/Conditional-Negative-Sampling-for-Contrastive-of-Wu-Mosse/3a1dea12746651884fa1c4349aa71327d789ae6b'],"[{'Citations': 5, 'Highly Influential Citations': '2', 'Background Citations': '4', 'Methods Citations': '2'}]"
BREEDS: Benchmarks for Subpopulation Shift,['https://www.semanticscholar.org/paper/BREEDS%3A-Benchmarks-for-Subpopulation-Shift-Santurkar-Tsipras/767c6702045f2290012a259744db9edb4d55bcb8'],"[{'Citations': 13, 'Highly Influential Citations': '3', 'Background Citations': '3', 'Methods Citations': '4', 'Results Citations': '1'}]"
Lifelong Learning of Compositional Structures,['https://www.semanticscholar.org/paper/Lifelong-Learning-of-Compositional-Structures-Mendez-Eaton/a714514a989a943d08f8ad25e307df2bf7150c6c'],"[{'Citations': 2, 'Background Citations': '1'}]"
Integrating Categorical Semantics into Unsupervised Domain Translation,['https://www.semanticscholar.org/paper/Integrating-Categorical-Semantics-into-Unsupervised-Lavoie-Marchildon-Ahmed/09b09a624cd126b78b3416c8839bc4e4325e1cfe'],"[{'Citations': 1, 'Methods Citations': '1'}]"
DiffWave: A Versatile Diffusion Model for Audio Synthesis,['https://www.semanticscholar.org/paper/DiffWave%3A-A-Versatile-Diffusion-Model-for-Audio-Kong-Ping/34bf13e58c7226d615afead0c0f679432502940e'],"[{'Citations': 43, 'Highly Influential Citations': '11', 'Background Citations': '24', 'Methods Citations': '20', 'Results Citations': '1'}]"
Learning Task Decomposition with Ordered Memory Policy Network,['https://www.semanticscholar.org/paper/Learning-Task-Decomposition-with-Ordered-Memory-Lu-Shen/0b33c826480ab88116bd33a6c21d9665e466ccad'],[{'Citations': 0}]
Long Range Arena : A Benchmark for Efficient Transformers,['https://www.semanticscholar.org/paper/Long-Range-Arena%3A-A-Benchmark-for-Efficient-Tay-Dehghani/7e9ff94476f41041c75e253e84f487db00e9c861'],"[{'Citations': 53, 'Highly Influential Citations': '15', 'Background Citations': '30', 'Methods Citations': '13', 'Results Citations': '1'}]"
DINO: A Conditional Energy-Based GAN for Domain Translation,['https://www.semanticscholar.org/paper/DINO%3A-A-Conditional-Energy-Based-GAN-for-Domain-Vougioukas-Petridis/25b02f72bd767accb132e5d9b68242bf69f40f7d'],[{'Citations': 0}]
Deep Equals Shallow for ReLU Networks in Kernel Regimes,['https://www.semanticscholar.org/paper/Deep-Equals-Shallow-for-ReLU-Networks-in-Kernel-Bietti-Bach/63466a3071f818ce6f7bab9fc0894933ff3484f7'],"[{'Citations': 8, 'Highly Influential Citations': '1', 'Background Citations': '3', 'Methods Citations': '1', 'Results Citations': '1'}]"
Structured Prediction as Translation between Augmented Natural Languages,['https://www.semanticscholar.org/paper/Structured-Prediction-as-Translation-between-Paolini-Athiwaratkun/a78668e47f666c79a0415ff3264598e6a05ce6ac'],"[{'Citations': 4, 'Highly Influential Citations': '1', 'Background Citations': '3', 'Methods Citations': '1'}]"
Disentangled Recurrent Wasserstein Autoencoder,['https://www.semanticscholar.org/paper/Disentangled-Recurrent-Wasserstein-Autoencoder-Han-Min/072ad179f7ca9e5ee232e8fadd05d193bca79a8c'],"[{'Citations': 1, 'Background Citations': '1'}]"
Robust Pruning at Initialization,['https://www.semanticscholar.org/paper/Robust-Pruning-at-Initialization-Hayou-Ton/fd9bc35e3f22c12e96ce448301d6e42a234fbf3b'],"[{'Citations': 4, 'Methods Citations': '1', 'Results Citations': '1'}]"
Learning from Demonstration with Weakly Supervised Disentanglement,['https://www.semanticscholar.org/paper/Learning-from-Demonstration-with-Weakly-Supervised-Hristov-Ramamoorthy/31727b59155cd883106a18a57c631a958e394a35'],"[{'Citations': 1, 'Background Citations': '1'}]"
Average-case Acceleration for Bilinear Games and Normal Matrices,['https://www.semanticscholar.org/paper/Average-case-Acceleration-for-Bilinear-Games-and-Domingo-Enrich-Pedregosa/edc845f87b4ccdc97568410d157ed103c0a493d1'],[{'Citations': 1}]
NeMo: Neural Mesh Models of Contrastive Features for Robust 3D Pose Estimation,['https://www.semanticscholar.org/paper/NeMo%3A-Neural-Mesh-Models-of-Contrastive-Features-3D-Wang-Kortylewski/02200d454717ffea6c1daf64d635ab945d4fa140'],"[{'Citations': 1, 'Methods Citations': '1'}]"
Very Deep VAEs Generalize Autoregressive Models and Can Outperform Them on Images,['https://www.semanticscholar.org/paper/Very-Deep-VAEs-Generalize-Autoregressive-Models-and-Child/3e577c9bdc82cb7fed337a74f90bbc4505fdfb69'],"[{'Citations': 36, 'Highly Influential Citations': '14', 'Background Citations': '21', 'Methods Citations': '12', 'Results Citations': '3'}]"
EigenGame: PCA as a Nash Equilibrium,['https://www.semanticscholar.org/paper/EigenGame%3A-PCA-as-a-Nash-Equilibrium-Gemp-McWilliams/17281d4de91cdd5c480f6f35a5e1a33b7abb18d2'],"[{'Citations': 3, 'Highly Influential Citations': '1', 'Background Citations': '2', 'Methods Citations': '3', 'Results Citations': '1'}]"
Nonseparable Symplectic Neural Networks,['https://www.semanticscholar.org/paper/Nonseparable-Symplectic-Neural-Networks-Xiong-Tong/10b41a4a58bba7542f1ce4563f7f8770058f3703'],"[{'Citations': 3, 'Background Citations': '1', 'Methods Citations': '1'}]"
Relating by Contrasting: A Data-efficient Framework for Multimodal Generative Models,['https://www.semanticscholar.org/paper/Relating-by-Contrasting%3A-A-Data-efficient-Framework-Shi-Paige/6fbe069b4120709f00f25761a50cb24f18011040'],"[{'Citations': 4, 'Highly Influential Citations': '1', 'Background Citations': '2', 'Methods Citations': '2'}]"
DARTS-: Robustly Stepping out of Performance Collapse Without Indicators,['https://www.semanticscholar.org/paper/DARTS-%3A-Robustly-Stepping-out-of-Performance-Chu-Wang/10daddaa1e1ed27e88b08b1c124d800de865c5e3'],"[{'Citations': 17, 'Highly Influential Citations': '4', 'Background Citations': '7', 'Methods Citations': '5'}]"
DeepAveragers: Offline Reinforcement Learning By Solving Derived Non-Parametric MDPs,['https://www.semanticscholar.org/paper/DeepAveragers%3A-Offline-Reinforcement-Learning-by-Shrestha-Lee/14e6502e4a63635ef01790471f45f369de72a1c0'],[{'Citations': 2}]
DDPNOpt: Differential Dynamic Programming Neural Optimizer,['https://www.semanticscholar.org/paper/DDPNOpt%3A-Differential-Dynamic-Programming-Neural-Liu-Chen/925e6e1e9dec14569c3fe06d238f961443b3b48e'],[{'Citations': 1}]
