Private Post-GAN Boosting,,['https://www.semanticscholar.org/paper/Private-Post-GAN-Boosting-Neunhoeffer-Wu/34ceeaef8f0569ca107b72622c14cbec15bf778f'],"['https://www.semanticscholar.org/author/M.-Neunhoeffer/104372622', 'https://www.semanticscholar.org/author/Z.-Wu/1768074', 'https://www.semanticscholar.org/author/C.-Dwork/1781565']"
Learning Associative Inference Using Fast Weight Memory,,['https://www.semanticscholar.org/paper/Learning-Associative-Inference-Using-Fast-Weight-Schlag-Munkhdalai/5e11e806d24dd80ecf0f91e7aacedbba8d9fd6fc'],"['https://www.semanticscholar.org/author/Imanol-Schlag/35328044', 'https://www.semanticscholar.org/author/J.-Schmidhuber/145341374', 'https://www.semanticscholar.org/author/Tsendsuren-Munkhdalai/2227827']"
Neural networks with late-phase weights,,['https://www.semanticscholar.org/paper/Neural-networks-with-late-phase-weights-Oswald-Kobayashi/3d69900c023b0e8d25c812cb0c023fb0ba72ae3e'],"['https://www.semanticscholar.org/author/J.-Sacramento/3105061', 'https://www.semanticscholar.org/author/Alexander-Meulemans/1753618449', 'https://www.semanticscholar.org/author/J.-Oswald/145167136', 'https://www.semanticscholar.org/author/Benjamin-F.-Grewe/48117063', 'https://www.semanticscholar.org/author/Seijin-Kobayashi/51194506', 'https://www.semanticscholar.org/author/C.-Henning/2364999']"
"Physics-aware, probabilistic model order reduction with guaranteed stability",,['https://www.semanticscholar.org/paper/Physics-aware%2C-probabilistic-model-order-reduction-Kaltenbach-Koutsourelakis/7869928bc7c5809b05760367acc2eb5fd2a0e8c7'],"['https://www.semanticscholar.org/author/P.-Koutsourelakis/2415520', 'https://www.semanticscholar.org/author/Sebastian-Kaltenbach/113831649']"
AdaGCN: Adaboosting Graph Convolutional Networks into Deep Models,,['https://www.semanticscholar.org/paper/AdaGCN%3A-Adaboosting-Graph-Convolutional-Networks-Sun-Lin/6c6c265c6d1de08f03fed0da0604bef5307fbcec'],"['https://www.semanticscholar.org/author/Zhanxing-Zhu/1703952', 'https://www.semanticscholar.org/author/Ke-Sun/2113847907', 'https://www.semanticscholar.org/author/Zhouchen-Lin/33383055']"
Offline Model-Based Optimization via Normalized Maximum Likelihood Estimation,,['https://www.semanticscholar.org/paper/Offline-Model-Based-Optimization-via-Normalized-Fu-Levine/3a6a35fe9871a702add7c9396267b64efc773234'],"['https://www.semanticscholar.org/author/Sergey-Levine/1736651', 'https://www.semanticscholar.org/author/Justin-Fu/2550764']"
Combining Ensembles and Data Augmentation Can Harm Your Calibration,,['https://www.semanticscholar.org/paper/Combining-Ensembles-and-Data-Augmentation-can-Harm-Wen-Jerfel/8bc63c8bd96b40d8d0f5329e06e0a96eaf214c7f'],"['https://www.semanticscholar.org/author/Yeming-Wen/38356166', 'https://www.semanticscholar.org/author/Ghassen-Jerfel/3451901', 'https://www.semanticscholar.org/author/Dustin-Tran/47497262']"
GraphCodeBERT: Pre-training Code Representations with Data Flow,,['https://www.semanticscholar.org/paper/GraphCodeBERT%3A-Pre-training-Code-Representations-Guo-Ren/ab9e21930aaefd680ba0fe991b3eabdeffa52ef5'],"['https://www.semanticscholar.org/author/Shuo-Ren/50052368', 'https://www.semanticscholar.org/author/Daya-Guo/51223794', 'https://www.semanticscholar.org/author/M.-Zhou/143849609']"
The Risks of Invariant Risk Minimization,,['https://www.semanticscholar.org/paper/The-Risks-of-Invariant-Risk-Minimization-Rosenfeld-Ravikumar/1e76e2fbf27198986271a672f462dc38d790d00f'],"['https://www.semanticscholar.org/author/Elan-Rosenfeld/49686853', 'https://www.semanticscholar.org/author/Pradeep-Ravikumar/145969795', 'https://www.semanticscholar.org/author/Andrej-Risteski/3181040']"
On Learning Universal Representations Across Languages,,['https://www.semanticscholar.org/paper/On-Learning-Universal-Representations-Across-Wei-Hu/311909621177c397c6b7099beff32332124f7d46'],"['https://www.semanticscholar.org/author/Yue-Hu/2108954687', 'https://www.semanticscholar.org/author/Rongxiang-Weng/24009282', 'https://www.semanticscholar.org/author/Luxi-Xing/30967877', 'https://www.semanticscholar.org/author/Heng-Yu/1712236217', 'https://www.semanticscholar.org/author/Xiangpeng-Wei/46252591', 'https://www.semanticscholar.org/author/Weihua-Luo/1935569']"
Linear Last-iterate Convergence in Constrained Saddle-point Optimization,,['https://www.semanticscholar.org/paper/Linear-Last-iterate-Convergence-in-Constrained-Wei-Lee/954931aa9a4b17e60d534f017ef600f7a87d31e2'],"['https://www.semanticscholar.org/author/Chung-wei-Lee/35078791', 'https://www.semanticscholar.org/author/Haipeng-Luo/2131127', 'https://www.semanticscholar.org/author/Mengxiao-Zhang/1988285293', 'https://www.semanticscholar.org/author/Chen-Yu-Wei/3431759']"
Unsupervised Meta-Learning through Latent-Space Interpolation in Generative Models,,['https://www.semanticscholar.org/paper/Unsupervised-Meta-Learning-through-Latent-Space-in-Khodadadeh-Zehtabian/64bc52c8349cd62cc561f11c78cbb9b914064819'],"['https://www.semanticscholar.org/author/Saeed-Vahidian/3005436', 'https://www.semanticscholar.org/author/Bill-Lin/2068280690', 'https://www.semanticscholar.org/author/Siavash-Khodadadeh/52115952', 'https://www.semanticscholar.org/author/Weijia-Wang/2108301315', 'https://www.semanticscholar.org/author/Sharare-Zehtabian/151226268', 'https://www.semanticscholar.org/author/L.-Boloni/3402227']"
Fourier Neural Operator for Parametric Partial Differential Equations,,['https://www.semanticscholar.org/paper/Fourier-Neural-Operator-for-Parametric-Partial-Li-Kovachki/ae38aa618bf38e1dc1c85a088be5ca1618401f37'],"['https://www.semanticscholar.org/author/Nikola-B.-Kovachki/51219644', 'https://www.semanticscholar.org/author/Anima-Anandkumar/2047844', 'https://www.semanticscholar.org/author/Zong-Yi-Li/1390750243']"
VTNet: Visual Transformer Network for Object Goal Navigation,,['https://www.semanticscholar.org/paper/VTNet%3A-Visual-Transformer-Network-for-Object-Goal-Du-Yu/bcc16c38e479a2351c1ce4ec982b97353cb0d5d0'],['https://www.semanticscholar.org/author/Heming-Du/150121597']
Empirical or Invariant Risk Minimization? A Sample Complexity Perspective,,['https://www.semanticscholar.org/paper/Empirical-or-Invariant-Risk-Minimization-A-Sample-Ahuja-Wang/87193652fc0a0594076bc638d41a7ee0f07ff9fd'],"['https://www.semanticscholar.org/author/Karthikeyan-Shanmugam/145455859', 'https://www.semanticscholar.org/author/Kartik-Ahuja/3048927', 'https://www.semanticscholar.org/author/Amit-Dhurandhar/2145784', 'https://www.semanticscholar.org/author/K.-Varshney/1712865', 'https://www.semanticscholar.org/author/Jijie-Wang/71563028']"
DynaTune: Dynamic Tensor Program Optimization in Deep Neural Network Compilation,,['https://www.semanticscholar.org/paper/DynaTune%3A-Dynamic-Tensor-Program-Optimization-in-Zhang-Li/b8a4e778549f89da6352ae18208654f32621d0db'],"['https://www.semanticscholar.org/author/Mingqin-Li/47629126', 'https://www.semanticscholar.org/author/Chi-Wang/2116628008', 'https://www.semanticscholar.org/author/Minjia-Zhang/2112111675']"
Neural Architecture Search on ImageNet in Four GPU Hours: A Theoretically Inspired Perspective,,['https://www.semanticscholar.org/paper/Neural-Architecture-Search-on-ImageNet-in-Four-GPU-Chen-Gong/8d84c38f5fce1bd1b4ae1d55400c8fb7fa5d19c8'],"['https://www.semanticscholar.org/author/Zhangyang-Wang/2969311', 'https://www.semanticscholar.org/author/Wuyang-Chen/2005440168', 'https://www.semanticscholar.org/author/Xinyu-Gong/1382034111']"
Fuzzy Tiling Activations: A Simple Approach to Learning Sparse Representations Online,,['https://www.semanticscholar.org/paper/Fuzzy-Tiling-Activations%3A-A-Simple-Approach-to-Pan-Banman/d3cb42ffa267c1a51739d785f7ed5c302a399a92'],"['https://www.semanticscholar.org/author/Kirby-Banman/1582220935', 'https://www.semanticscholar.org/author/Yangchen-Pan/7303313', 'https://www.semanticscholar.org/author/M.-White/114860989']"
Shape-Texture Debiased Neural Network Training,,['https://www.semanticscholar.org/paper/Shape-Texture-Debiased-Neural-Network-Training-Li-Yu/33ccec80b42f624cec07f0ab485c04de14886fe5'],"['https://www.semanticscholar.org/author/Qihang-Yu/2156559', 'https://www.semanticscholar.org/author/Yingwei-Li/48513320', 'https://www.semanticscholar.org/author/Cihang-Xie/3011497']"
Uncertainty Sets for Image Classifiers using Conformal Prediction,,['https://www.semanticscholar.org/paper/Uncertainty-Sets-for-Image-Classifiers-using-Angelopoulos-Bates/147b63e3204597006e18cf5b388a9f66aecde8f8'],"['https://www.semanticscholar.org/author/Michael-I.-Jordan/1694621', 'https://www.semanticscholar.org/author/J.-Malik/153652147', 'https://www.semanticscholar.org/author/A.-Angelopoulos/2057273210', 'https://www.semanticscholar.org/author/Stephen-Bates/153079946']"
Optimizing Memory Placement using Evolutionary Graph Reinforcement Learning,,['https://www.semanticscholar.org/paper/Optimizing-Memory-Placement-using-Evolutionary-Khadka-Aflalo/95cb5128f2cb9fb7fb94f2ce62cf1fb62361cc77'],"['https://www.semanticscholar.org/author/Shauharda-Khadka/3440874', 'https://www.semanticscholar.org/author/Somdeb-Majumdar/2413238', 'https://www.semanticscholar.org/author/Estelle-Aflalo/1816753600']"
Network Pruning That Matters:  A Case Study on Retraining Variants,,['https://www.semanticscholar.org/paper/Network-Pruning-That-Matters%3A-A-Case-Study-on-Le-Hua/dfe2efeea8889a1937be16538220f5e3477d42fb'],"['https://www.semanticscholar.org/author/Duong-H.-Le/2059393417', 'https://www.semanticscholar.org/author/Binh-Son-Hua/143807806']"
Shape or Texture: Understanding Discriminative Features in CNNs,,['https://www.semanticscholar.org/paper/Shape-or-Texture%3A-Understanding-Discriminative-in-Islam-Kowal/fa3d0599f8a082add349b5b09a208136489dae34'],"['https://www.semanticscholar.org/author/Md.-Amirul-Islam/3240989', 'https://www.semanticscholar.org/author/M.-Kowal/2065442325', 'https://www.semanticscholar.org/author/Neil-D.-B.-Bruce/2866780']"
Predicting Classification Accuracy When Adding New Unobserved Classes,,['https://www.semanticscholar.org/paper/Predicting-Classification-Accuracy-when-Adding-New-Slavutsky-Benjamini/33391f5117b1e93548b0f297de1e36ee4a61157a'],"['https://www.semanticscholar.org/author/Y.-Slavutsky/1689080066', 'https://www.semanticscholar.org/author/Y.-Benjamini/3422951']"
Nearest Neighbor Machine Translation,,['https://www.semanticscholar.org/paper/Nearest-Neighbor-Machine-Translation-Khandelwal-Fan/3bea876111eab5ad2593089242d34c33e4cccdbe'],"['https://www.semanticscholar.org/author/Urvashi-Khandelwal/3030219', 'https://www.semanticscholar.org/author/Dan-Jurafsky/1746807', 'https://www.semanticscholar.org/author/Luke-Zettlemoyer/1982950', 'https://www.semanticscholar.org/author/M.-Lewis/35084211', 'https://www.semanticscholar.org/author/Angela-Fan/144270981']"
SenSeI: Sensitive Set Invariance for Enforcing Individual Fairness,,['https://www.semanticscholar.org/paper/SenSeI%3A-Sensitive-Set-Invariance-for-Enforcing-Yurochkin-Sun/2c0f18df2f23207f2139140ab45819b0b23879be'],"['https://www.semanticscholar.org/author/Mikhail-Yurochkin/8202372', 'https://www.semanticscholar.org/author/Yuekai-Sun/3340442']"
NOVAS: Non-convex Optimization via Adaptive Stochastic Search for End-to-end Learning and Control,,['https://www.semanticscholar.org/paper/Non-convex-Optimization-via-Adaptive-Stochastic-for-Exarchos-Pereira/050e53faff5c56557463528838d2e57591567012'],"['https://www.semanticscholar.org/author/E.-Theodorou/1751063', 'https://www.semanticscholar.org/author/Marcus-A.-Pereira/145278378', 'https://www.semanticscholar.org/author/Ioannis-Exarchos/2570190', 'https://www.semanticscholar.org/author/Ziyi-Wang/47196654']"
Incorporating Symmetry into Deep Dynamics Models for Improved Generalization,,['https://www.semanticscholar.org/paper/Incorporating-Symmetry-into-Deep-Dynamics-Models-Wang-Walters/412d0b5aa97e0713259d203e76f8a57b0357e0c9'],"['https://www.semanticscholar.org/author/Rose-Yu/2023052', 'https://www.semanticscholar.org/author/R.-Wang/145490550', 'https://www.semanticscholar.org/author/R.-Walters/153401894']"
PDE-Driven Spatiotemporal Disentanglement,,['https://www.semanticscholar.org/paper/PDE-Driven-Spatiotemporal-Disentanglement-Dona-Franceschi/9130668c2927ee5989854e09ad565a2dd1bd6391'],"[""https://www.semanticscholar.org/author/J'er'emie-Dona/1853488882"", 'https://www.semanticscholar.org/author/Sylvain-Lamprier/1782552', 'https://www.semanticscholar.org/author/Jean-Yves-Franceschi/35622441', 'https://www.semanticscholar.org/author/P.-Gallinari/1741426']"
Learning Generalizable Visual Representations via Interactive Gameplay,,['https://www.semanticscholar.org/paper/Learning-Generalizable-Visual-Representations-via-Weihs-Kembhavi/74ee7de50acd1a65298bc48739a53cb004f1648b'],"['https://www.semanticscholar.org/author/A.-Farhadi/47465174', 'https://www.semanticscholar.org/author/Aniruddha-Kembhavi/2684226', 'https://www.semanticscholar.org/author/Luca-Weihs/20745881']"
Reinforcement Learning with Random Delays,,['https://www.semanticscholar.org/paper/Reinforcement-Learning-with-Random-Delays-Ramstedt-Bouteiller/f6276b1391ec58b793fb0f1d118ec1cef5cecd14'],"['https://www.semanticscholar.org/author/Y.-Bouteiller/104808606', 'https://www.semanticscholar.org/author/Simon-Ramstedt/153413050', 'https://www.semanticscholar.org/author/Jonathan-Binas/1737610', 'https://www.semanticscholar.org/author/C.-Pal/1972076', 'https://www.semanticscholar.org/author/G.-Beltrame/1750873']"
Mastering Atari with Discrete World Models,,['https://www.semanticscholar.org/paper/Mastering-Atari-with-Discrete-World-Models-Hafner-Lillicrap/8dc2dc6f93ba5141a45cc7697b70078e63c335b0'],"['https://www.semanticscholar.org/author/T.-Lillicrap/2542999', 'https://www.semanticscholar.org/author/Jimmy-Ba/2503659', 'https://www.semanticscholar.org/author/Danijar-Hafner/35006479', 'https://www.semanticscholar.org/author/Mohammad-Norouzi/144739074']"
Chaos of Learning Beyond Zero-sum and Coordination via Game Decompositions,,['https://www.semanticscholar.org/paper/Chaos-of-Learning-Beyond-Zero-sum-and-Coordination-Cheung-Tao/181bc029f499b4876f9903a9eac57df5f6be109c'],"['https://www.semanticscholar.org/author/Yixin-Tao/1783135', 'https://www.semanticscholar.org/author/Y.-K.-Cheung/1728081']"
Reducing the Computational Cost of Deep Generative Models with Binary Neural Networks,,['https://www.semanticscholar.org/paper/Reducing-the-Computational-Cost-of-Deep-Generative-Bird-Kingma/0daf387e612363a3746778326aaaa49467b5e9d6'],"['https://www.semanticscholar.org/author/D.-Barber/145617808', 'https://www.semanticscholar.org/author/Thomas-Bird/2061167210', 'https://www.semanticscholar.org/author/F.-Kingma/121605737']"
Dataset Meta-Learning from Kernel Ridge-Regression,,['https://www.semanticscholar.org/paper/Dataset-Meta-Learning-from-Kernel-Ridge-Regression-Nguyen-Chen/8212605d274d5e68bcedf990728f4f5c26f88168'],"['https://www.semanticscholar.org/author/Jaehoon-Lee/49685832', 'https://www.semanticscholar.org/author/Zhourung-Chen/2007548157', 'https://www.semanticscholar.org/author/Timothy-Nguyen/2116176847']"
Evolving Reinforcement Learning Algorithms,,['https://www.semanticscholar.org/paper/Evolving-Reinforcement-Learning-Algorithms-Co-Reyes-Miao/48f0f3f13d69f60137bc4df30f0a53e5577ba117'],"['https://www.semanticscholar.org/author/Aleksandra-Faust/145520045', 'https://www.semanticscholar.org/author/Yingjie-Miao/2053093511', 'https://www.semanticscholar.org/author/John-D.-Co-Reyes/1388383230']"
Gradient Projection Memory for Continual Learning,,['https://www.semanticscholar.org/paper/Gradient-Projection-Memory-for-Continual-Learning-Saha-Garg/dd41d2d8fd2d3ea2c6ec74d07b456db942bfa8de'],"['https://www.semanticscholar.org/author/Isha-Garg/150134055', 'https://www.semanticscholar.org/author/K.-Roy/143884690', 'https://www.semanticscholar.org/author/Gobinda-Saha/145638130']"
Contrastive Divergence Learning is a Time Reversal Adversarial Game,,['https://www.semanticscholar.org/paper/Contrastive-Divergence-Learning-is-a-Time-Reversal-Yair-Michaeli/1a8104680a2b3c03109cbe33fda666876fc90e37'],"['https://www.semanticscholar.org/author/T.-Michaeli/1880407', 'https://www.semanticscholar.org/author/Omer-Yair/47382120']"
Noise or Signal: The Role of Image Backgrounds in Object Recognition,,['https://www.semanticscholar.org/paper/Noise-or-Signal%3A-The-Role-of-Image-Backgrounds-in-Xiao-Engstrom/5c63fc87400a4d3afea63ab8a068a47249f815c2'],"['https://www.semanticscholar.org/author/A.-Madry/143826246', 'https://www.semanticscholar.org/author/Logan-Engstrom/39468283', 'https://www.semanticscholar.org/author/Kai-Y.-Xiao/2066515966', 'https://www.semanticscholar.org/author/Andrew-Ilyas/34562927']"
Scaling Symbolic Methods using Gradients for Neural Model Explanation,,['https://www.semanticscholar.org/paper/Scaling-Symbolic-Methods-using-Gradients-for-Neural-Sahoo-Venugopalan/04362f8cad633c9a71b99024c8c577a542fa5ea4'],"['https://www.semanticscholar.org/author/Subham-Sahoo/9281906', 'https://www.semanticscholar.org/author/L.-Li/92788552', 'https://www.semanticscholar.org/author/Rishabh-Singh/50631599', 'https://www.semanticscholar.org/author/Subhashini-Venugopalan/1811430', 'https://www.semanticscholar.org/author/Patrick-F.-Riley/119508204']"
Contrastive Syn-to-Real Generalization,,['https://www.semanticscholar.org/paper/Contrastive-Syn-to-Real-Generalization-Chen-Yu/732f76b0a2aa5d255d60cb6e29257d9fb292a6f4'],"['https://www.semanticscholar.org/author/Wuyang-Chen/2005440168', 'https://www.semanticscholar.org/author/Anima-Anandkumar/2047844']"
Multiscale Score Matching for Out-of-Distribution Detection,,['https://www.semanticscholar.org/paper/Multiscale-Score-Matching-for-Out-of-Distribution-Mahmood-Oliva/703ffd7ab0bdfcb091400ebb9c7b92446204831f'],"['https://www.semanticscholar.org/author/M.-Styner/143755812', 'https://www.semanticscholar.org/author/Junier-B.-Oliva/143930995', 'https://www.semanticscholar.org/author/Ahsan-Mahmood/144563237']"
PseudoSeg: Designing Pseudo Labels for Semantic Segmentation,,['https://www.semanticscholar.org/paper/PseudoSeg%3A-Designing-Pseudo-Labels-for-Semantic-Zou-Zhang/217dd8145b5fd7ae7eaa921fe1e98b03039904ad'],"['https://www.semanticscholar.org/author/Zizhao-Zhang/2476328', 'https://www.semanticscholar.org/author/Yuliang-Zou/8299168', 'https://www.semanticscholar.org/author/Tomas-Pfister/1945962']"
Grounded Language Learning Fast and Slow,,['https://www.semanticscholar.org/paper/Grounded-Language-Learning-Fast-and-Slow-Hill-Tieleman/1c39625ed65389cfb9d268f93f406455665f201b'],"['https://www.semanticscholar.org/author/O.-Tieleman/13667364', 'https://www.semanticscholar.org/author/N.-Wong/1571809179', 'https://www.semanticscholar.org/author/Tamara-von-Glehn/51029932', 'https://www.semanticscholar.org/author/S.-Clark/144523372', 'https://www.semanticscholar.org/author/Felix-Hill/145783676', 'https://www.semanticscholar.org/author/Hamza-Merzic/20896818']"
Auxiliary Learning by Implicit Differentiation,,['https://www.semanticscholar.org/paper/Auxiliary-Learning-by-Implicit-Differentiation-Navon-Achituve/5b8d40095820eeb3e5e051a5cd31f573677088af'],"['https://www.semanticscholar.org/author/Haggai-Maron/3416939', 'https://www.semanticscholar.org/author/Aviv-Navon/90227282', 'https://www.semanticscholar.org/author/Gal-Chechik/1732280', 'https://www.semanticscholar.org/author/Idan-Achituve/1452343136', 'https://www.semanticscholar.org/author/Ethan-Fetaya/2645055']"
LEAF: A Learnable Frontend for Audio Classification,,['https://www.semanticscholar.org/paper/LEAF%3A-A-Learnable-Frontend-for-Audio-Classification-Zeghidour-Teboul/1192660d960d44ae7416a3b7562e87c5f338d691'],"['https://www.semanticscholar.org/author/Neil-Zeghidour/3404556', 'https://www.semanticscholar.org/author/O.-Teboul/2386687', 'https://www.semanticscholar.org/author/F.-D.-C.-Quitry/123721125', 'https://www.semanticscholar.org/author/M.-Tagliasacchi/1749128']"
Beyond Categorical Label Representations for Image Classification,,['https://www.semanticscholar.org/paper/Beyond-Categorical-Label-Representations-for-Image-Chen-Li/18d02ad0cf4bc9184a38aaacb72642b7a2d2bf18'],"['https://www.semanticscholar.org/author/Yu-Li/2116612501', 'https://www.semanticscholar.org/author/H.-Lipson/51022452', 'https://www.semanticscholar.org/author/Sunand-Raghupathi/1452353235']"
Learning perturbation sets for robust machine learning,,['https://www.semanticscholar.org/paper/Learning-perturbation-sets-for-robust-machine-Wong-Kolter/857b1c3f171afb3cdf9df23d23e5d0cdfaa83efb'],"['https://www.semanticscholar.org/author/J.-Z.-Kolter/145116464', 'https://www.semanticscholar.org/author/Eric-Wong/51026953']"
Variational State-Space Models for Localisation and Dense 3D Mapping in 6 DoF,,['https://www.semanticscholar.org/paper/Variational-State-Space-Models-for-Localisation-and-Mirchev-Kayalibay/32d88170812ea8295536a4ecb1976b94ce5622ec'],"['https://www.semanticscholar.org/author/P.-V.-D.-Smagt/1715782', 'https://www.semanticscholar.org/author/Baris-Kayalibay/8794101', 'https://www.semanticscholar.org/author/Atanas-Mirchev/3293265', 'https://www.semanticscholar.org/author/J.-Bayer/145040409']"
Primal Wasserstein Imitation Learning,,['https://www.semanticscholar.org/paper/Primal-Wasserstein-Imitation-Learning-Dadashi-Hussenot/25287b593d2642b1627b96a79c5ff8d3c8ec1f5c'],"['https://www.semanticscholar.org/author/Robert-Dadashi/51914693', ""https://www.semanticscholar.org/author/L'eonard-Hussenot/122562941"", 'https://www.semanticscholar.org/author/O.-Pietquin/1721354', 'https://www.semanticscholar.org/author/M.-Geist/1737555']"
Prototypical Representation Learning for Relation Extraction,,['https://www.semanticscholar.org/paper/Prototypical-Representation-Learning-for-Relation-Ding-Wang/5d8e85d12c218f56f3c50351fa2ddc3da098b31c'],"['https://www.semanticscholar.org/author/Ning-Ding/2066767397', 'https://www.semanticscholar.org/author/Xiaobin-Wang/2108114693']"
Distance-Based Regularisation of Deep Networks for Fine-Tuning,,['https://www.semanticscholar.org/paper/Distance-Based-Regularisation-of-Deep-Networks-for-Gouk-Hospedales/3a807ae90aceba10b0d3150506084dc4fae69def'],"['https://www.semanticscholar.org/author/M.-Pontil/1704699', 'https://www.semanticscholar.org/author/Timothy-M.-Hospedales/1697755', 'https://www.semanticscholar.org/author/Henry-Gouk/2319565']"
Separation and Concentration in Deep Networks,,['https://www.semanticscholar.org/paper/Separation-and-Concentration-in-Deep-Networks-Zarka-Guth/84fe64fe5b58235574e2ae0bf3210295e8e83c9c'],"['https://www.semanticscholar.org/author/J.-Zarka/67004796', 'https://www.semanticscholar.org/author/S.-Mallat/1746242', 'https://www.semanticscholar.org/author/Florentin-Guth/51136427']"
Degree-Quant: Quantization-Aware Training for Graph Neural Networks,,['https://www.semanticscholar.org/paper/Degree-Quant%3A-Quantization-Aware-Training-for-Graph-Tailor-Fern%C3%A1ndez-Marqu%C3%A9s/9c0e855382de7e708c8eea7b4d5cf792bcd4a326'],"['https://www.semanticscholar.org/author/Shyam-A.-Tailor/1879365383', 'https://www.semanticscholar.org/author/J.-Fern%C3%A1ndez-Marqu%C3%A9s/1401656657', 'https://www.semanticscholar.org/author/N.-Lane/144948031']"
Interpreting Graph Neural Networks for NLP With Differentiable Edge Masking,,['https://www.semanticscholar.org/paper/Interpreting-Graph-Neural-Networks-for-NLP-With-Schlichtkrull-Cao/6bae464ccb62a3bbbc972e036ddade42d1fd7a60'],"['https://www.semanticscholar.org/author/Ivan-Titov/144889265', 'https://www.semanticscholar.org/author/Nicola-De-Cao/41019080', 'https://www.semanticscholar.org/author/M.-Schlichtkrull/8804828']"
Repurposing Pretrained Models for Robust Out-of-domain Few-Shot Learning,,['https://www.semanticscholar.org/paper/Repurposing-Pretrained-Models-for-Robust-Few-Shot-Kwon-Na/b6c4a3f913ee819afa49e115f9739fe31ecf13f5'],"['https://www.semanticscholar.org/author/Gabriel-Huang/24040986', 'https://www.semanticscholar.org/author/S.-Lacoste-Julien/1388317459', 'https://www.semanticscholar.org/author/Namyeong-Kwon/2060921177', 'https://www.semanticscholar.org/author/Hwidong-Na/2534108']"
Spatial Dependency Networks: Neural Layers for Improved Generative Image Modeling,,"[""https://www.semanticscholar.org/paper/Spatial-Dependency-Networks%3A-Neural-Layers-for-Miladinovic-Stani'c/0019f027ef77749d95fa2751185046302dc6b264""]","['https://www.semanticscholar.org/author/J.-Buhmann/1682548', 'https://www.semanticscholar.org/author/J.-Schmidhuber/145341374', ""https://www.semanticscholar.org/author/Aleksandar-Stani'c/2064448632"", 'https://www.semanticscholar.org/author/D.-Miladinovic/1806441894', 'https://www.semanticscholar.org/author/Stefan-Bauer/153125952']"
Learning the Pareto Front with Hypernetworks,,['https://www.semanticscholar.org/paper/Learning-the-Pareto-Front-with-Hypernetworks-Navon-Shamsian/4da4fa44ff4c2898d054182dae546d81d93940f5'],"['https://www.semanticscholar.org/author/Aviv-Navon/90227282', 'https://www.semanticscholar.org/author/Aviv-Shamsian/1587627172', 'https://www.semanticscholar.org/author/Gal-Chechik/1732280', 'https://www.semanticscholar.org/author/Ethan-Fetaya/2645055']"
Autoregressive Entity Retrieval,,['https://www.semanticscholar.org/paper/Autoregressive-Entity-Retrieval-Cao-Izacard/572c12e81319ccd47cc0c637c82efadd03fd05ab'],"['https://www.semanticscholar.org/author/Gautier-Izacard/1410231361', 'https://www.semanticscholar.org/author/Fabio-Petroni/40052301', 'https://www.semanticscholar.org/author/Nicola-De-Cao/41019080', 'https://www.semanticscholar.org/author/Sebastian-Riedel/48662861']"
Neural Approximate Sufficient Statistics for Implicit Models,,['https://www.semanticscholar.org/paper/Neural-Approximate-Sufficient-Statistics-for-Models-Chen-Zhang/9dfe5d4fe11d5a708e9988e9a1464fd8afe3b797'],"['https://www.semanticscholar.org/author/M.-Gutmann/145992652', 'https://www.semanticscholar.org/author/Zhanxing-Zhu/1703952', 'https://www.semanticscholar.org/author/Yanzhi-Chen/2109259317', 'https://www.semanticscholar.org/author/Aaron-C.-Courville/1760871', 'https://www.semanticscholar.org/author/Dinghuai-Zhang/113087412']"
Computational Separation Between Convolutional and Fully-Connected Networks,,['https://www.semanticscholar.org/paper/Computational-Separation-Between-Convolutional-and-Malach-Shalev-Shwartz/1e24ddc732a5a0187783b4a221a44e26def6d434'],"['https://www.semanticscholar.org/author/Eran-Malach/19201820', 'https://www.semanticscholar.org/author/S.-Shalev-Shwartz/1389955537']"
Deep Learning meets Projective Clustering,,['https://www.semanticscholar.org/paper/Deep-Learning-Meets-Projective-Clustering-Maalouf-Lang/a80029ac0fd89bd0296d3d1f440ad8247f027b72'],"['https://www.semanticscholar.org/author/Alaa-Maalouf/146119964', 'https://www.semanticscholar.org/author/Dan-Feldman/40347602', 'https://www.semanticscholar.org/author/Harry-Lang/2054810583', 'https://www.semanticscholar.org/author/D.-Rus/145944286']"
Rethinking Positional Encoding in Language Pre-training,,['https://www.semanticscholar.org/paper/Rethinking-Positional-Encoding-in-Language-Ke-He/8256f48f759cf85044db251cc512f965834945b3'],"['https://www.semanticscholar.org/author/Di-He/1391126980', 'https://www.semanticscholar.org/author/Tie-Yan-Liu/2110264337', 'https://www.semanticscholar.org/author/Guolin-Ke/35286545']"
Auction Learning as a Two-Player Game,,['https://www.semanticscholar.org/paper/Auction-learning-as-a-two-player-game-Rahme-Jelassi/1db7a459b6062beb3ce81b564e4df16935c717f2'],"['https://www.semanticscholar.org/author/Samy-Jelassi/47009988', 'https://www.semanticscholar.org/author/S.-Weinberg/144436943', 'https://www.semanticscholar.org/author/Jad-Rahme/150158457']"
On Dyadic Fairness: Exploring and Mitigating Bias in Graph Connections,,['https://www.semanticscholar.org/paper/On-Dyadic-Fairness%3A-Exploring-and-Mitigating-Bias-Li-Wang/4742859e6e27fe5eda18dbe14752ed6a4871d356'],"['https://www.semanticscholar.org/author/Hongfu-Liu/2116272437', 'https://www.semanticscholar.org/author/Pengyu-Hong/2114829068', 'https://www.semanticscholar.org/author/Yifei-Wang/2115569241', 'https://www.semanticscholar.org/author/Peizhao-Li/2112728108']"
